
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Shanghai
2016-10-4,20,17,14,14,12,9,94,76,54,1017,1015,1012,19,9,2,29,13,40,6.10,8,Rain,81,Beijing
2016-10-5,21,17,12,14,13,11,100,83,49,1022,1019,1016,8,6,2,18,6,,0.00,6,,138,Beijing
2016-10-6,18,15,12,14,13,11,100,86,65,1027,1025,1022,10,7,0,14,6,,11.94,8,Rain,99,Beijing
2016-10-7,15,13,12,13,12,2,100,90,34,1024,1019,1016,31,5,2,26,10,43,9.91,7,Rain,127,Beijing
2016-10-8,18,11,5,5,-1,-6,93,44,14,1025,1022,1019,31,26,8,35,21,55,0.00,,,334,Beijing
2016-10-9,18,11,4,6,3,-2,100,69,25,1025,1023,1020,19,11,6,21,5,,0.00,,,111,Beijing
2016-10-10,18,11,5,10,7,4,100,78,38,1021,1018,1015,8,5,2,11,5,,0.00,,,55,Beijing
2016-10-11,19,13,7,11,9,6,94,76,46,1026,1022,1018,8,4,2,18,10,,0.00,,,103,Beijing
2016-10-12,18,15,12,12,10,7,94,74,50,1027,1024,1021,8,7,2,14,3,,0.00,,Rain,105,Beijing
2016-10-13,21,14,9,14,12,9,100,83,50,1021,1019,1017,6,3,0,6,5,,0.00,,Fog,105,Beijing
2016-10-14,22,17,12,15,13,11,100,88,49,1023,1021,1019,5,2,0,11,5,,0.00,,Fog,66,Beijing
2016-10-15,17,13,9,14,12,8,100,88,65,1024,1022,1021,3,2,1,11,3,,0.25,8,Rain,86,Beijing
2016-10-16,19,16,11,14,13,11,100,85,54,1022,1018,1015,6,3,1,14,6,,0.00,,Rain,138,Beijing
2016-10-17,22,15,8,13,8,3,100,69,21,1023,1021,1019,18,4,0,21,8,,0.00,,Fog,69,Beijing
2016-10-18,18,16,14,14,13,12,94,84,70,1022,1020,1018,8,4,2,11,5,,0.00,8,,109,Beijing
2016-10-19,20,17,13,16,14,13,100,89,73,1019,1016,1015,3,2,0,11,5,,0.00,8,Fog,122,Beijing
2016-10-20,17,13,10,15,9,4,100,73,37,1024,1022,1019,19,6,0,26,10,35,4.06,4,Fog-Rain,117,Beijing
2016-10-21,12,11,10,10,9,7,100,88,67,1022,1019,1017,10,5,2,14,8,32,6.10,7,Rain,348,Beijing
2016-10-22,15,11,8,10,6,2,94,65,36,1025,1023,1019,31,23,11,18,11,,0.00,,,40,Beijing
2016-10-23,16,10,5,8,3,-2,93,64,18,1025,1023,1020,26,15,6,14,5,21,0.00,,,25,Beijing
2016-10-24,12,8,5,8,6,4,100,85,65,1021,1017,1014,8,6,2,6,5,,0.00,8,Rain,89,Beijing
2016-10-25,18,11,5,10,7,4,100,82,48,1018,1014,1012,8,5,0,14,5,,0.00,,Fog,119,Beijing
2016-10-26,18,13,8,9,2,-8,100,53,17,1029,1024,1018,31,9,2,21,11,29,0.00,,,72,Beijing
2016-10-27,10,9,7,8,4,2,100,74,43,1029,1027,1025,27,9,3,18,8,,11.94,8,Rain,25,Beijing
2016-10-28,13,8,3,7,-4,-13,100,47,10,1033,1030,1026,31,27,11,35,14,55,0.00,,,340,Beijing
2016-10-29,13,6,-2,0,-3,-8,100,60,15,1034,1031,1026,26,16,8,26,6,,0.00,,,153,Beijing
2016-10-30,12,6,1,1,-3,-16,87,54,9,1035,1027,1023,31,11,3,35,10,47,0.00,8,,2,Beijing
2016-10-31,7,2,-3,-10,-17,-22,47,22,6,1041,1037,1035,31,27,10,32,19,50,0.00,,,326,Beijing
2016-11-1,8,1,-6,-3,-8,-13,93,55,19,1037,1034,1030,11,9,5,14,6,35,0.00,,,229,Beijing
2016-11-2,13,4,-3,0,-3,-5,93,62,25,1030,1026,1023,8,7,3,18,6,32,0.00,,,184,Beijing
2016-11-3,12,4,-2,5,1,-3,100,81,51,1024,1018,1014,8,4,0,11,5,29,0.00,,Fog,111,Beijing
2016-11-4,12,6,-1,6,3,-1,100,91,63,1014,1009,1006,2,1,0,14,5,,0.00,,Fog,110,Beijing
2016-11-5,18,11,5,8,6,1,100,81,40,1026,1015,1008,7,2,0,26,8,,0.00,8,Fog-Rain,103,Beijing
2016-11-6,10,7,4,1,-2,-6,81,52,23,1030,1027,1025,10,8,3,18,8,,0.00,8,,165,Beijing
2016-11-7,13,8,4,3,-4,-10,87,48,15,1034,1030,1026,31,13,3,35,16,61,0.00,,Rain,340,Beijing
2016-11-8,11,4,-3,-1,-4,-8,93,58,17,1036,1034,1032,26,10,5,14,5,35,0.00,,,156,Beijing
2016-11-9,7,2,-2,2,-1,-4,93,78,55,1034,1029,1023,7,4,2,14,5,,0.00,8,,82,Beijing
2016-11-10,11,6,0,3,1,-9,93,67,27,1022,1015,1011,8,4,2,29,8,43,0.51,8,Rain,164,Beijing
2016-11-11,10,4,-1,2,-1,-4,100,72,36,1017,1014,1012,7,3,0,11,5,,0.00,,Fog,29,Beijing
2016-11-12,13,7,0,5,0,-2,87,64,37,1022,1020,1018,8,7,3,14,8,,0.00,,,110,Beijing
2016-11-13,9,8,5,6,4,3,93,77,65,1021,1017,1014,10,4,2,6,5,,0.00,5,,118,Beijing
2016-11-14,14,8,2,5,-9,-18,100,36,4,1028,1022,1016,31,9,2,35,13,47,0.00,,,353,Beijing
2016-11-15,11,3,-3,1,-6,-14,81,52,8,1029,1026,1022,18,8,6,14,5,,0.00,,,83,Beijing
2016-11-16,12,6,0,2,-1,-3,100,71,26,1024,1021,1019,8,6,2,18,6,,0.00,,,14,Beijing
2016-11-17,7,3,1,2,0,-2,100,67,44,1026,1023,1020,8,5,2,6,5,,0.00,8,,138,Beijing
2016-11-18,8,7,6,7,4,1,100,83,54,1020,1015,1013,5,2,0,6,5,,0.25,8,Fog-Rain,34,Beijing
2016-11-19,16,10,4,7,2,-7,100,66,10,1025,1018,1013,18,4,0,18,8,,0.00,5,Fog,65,Beijing
2016-11-20,6,3,1,4,1,-2,93,82,62,1027,1025,1024,8,6,2,21,13,,4.06,7,Rain-Snow,78,Beijing
2016-11-21,1,-2,-4,-1,-9,-20,89,58,17,1039,1032,1025,31,11,2,43,24,64,3.05,8,Rain-Snow,2,Beijing
2016-11-22,0,-3,-7,-15,-18,-22,40,29,12,1041,1039,1036,31,30,23,40,29,61,0.00,,,316,Beijing
2016-11-23,3,-3,-9,-11,-16,-21,68,33,16,1039,1035,1032,31,16,3,32,14,50,0.00,,,315,Beijing
2016-11-24,4,-3,-9,-7,-11,-14,80,51,19,1034,1029,1026,10,5,2,14,6,,0.00,,,98,Beijing
2016-11-25,5,-1,-7,-3,-8,-11,86,62,24,1027,1025,1023,8,5,2,14,5,,0.00,,,15,Beijing
2016-11-26,10,2,-5,-2,-5,-13,100,67,19,1023,1021,1018,8,3,0,18,6,35,0.00,,,234,Beijing
2016-11-27,8,1,-5,-3,-12,-18,93,44,8,1034,1028,1020,31,9,0,35,10,47,0.00,,,355,Beijing
2016-11-28,8,1,-7,-6,-9,-12,86,54,13,1034,1032,1030,10,6,2,11,5,,0.00,,,20,Beijing
2016-11-29,4,-1,-6,-2,-4,-8,93,66,38,1036,1034,1029,8,6,2,14,6,,0.00,7,,84,Beijing
2016-11-30,11,3,-4,-1,-4,-10,100,57,15,1029,1025,1020,31,6,2,35,8,55,0.00,8,,315,Beijing
2016-12-1,10,3,-4,-6,-10,-15,80,40,8,1034,1032,1028,31,18,3,26,8,40,0.00,,,358,Beijing
2016-12-2,10,2,-6,-4,-7,-10,86,58,24,1033,1029,1026,8,6,2,11,5,,0.00,,,1,Beijing
2016-12-3,8,1,-5,1,-3,-6,93,75,33,1025,1021,1018,6,4,0,6,3,,0.00,,,53,Beijing
2016-12-4,10,3,-3,1,-3,-6,100,71,24,1021,1017,1015,8,3,0,14,6,,0.00,,Fog,349,Beijing
2016-12-5,7,1,-5,-1,-11,-21,93,47,5,1032,1028,1020,31,8,2,50,13,76,0.00,,,331,Beijing
2016-12-6,6,-2,-9,-7,-11,-14,74,51,14,1030,1023,1018,7,5,2,11,3,21,0.00,,,74,Beijing
2016-12-7,8,1,-6,-3,-6,-11,80,58,26,1027,1023,1020,8,5,2,14,8,,0.00,,,117,Beijing
2016-12-8,9,2,-4,-1,-9,-16,93,50,8,1026,1019,1015,31,6,0,47,13,64,0.00,,,1,Beijing
2016-12-9,6,0,-6,-8,-12,-17,80,40,12,1031,1029,1026,31,18,6,18,10,58,0.00,,,358,Beijing
2016-12-10,6,-1,-8,-8,-12,-17,80,51,13,1031,1029,1027,23,8,3,18,6,,0.00,,,356,Beijing
2016-12-11,4,-2,-7,-3,-7,-12,80,65,40,1029,1025,1021,6,4,2,11,5,,0.00,,,83,Beijing
2016-12-12,7,2,-3,-2,-4,-5,93,65,38,1030,1025,1022,4,3,2,18,6,,0.00,8,,14,Beijing
2016-12-13,5,1,-3,-3,-13,-18,93,35,13,1035,1031,1029,31,11,2,18,10,32,0.00,8,,22,Beijing
2016-12-14,4,-2,-7,-11,-17,-19,59,30,10,1037,1033,1030,31,23,6,21,11,35,0.00,,,10,Beijing
2016-12-15,5,-2,-9,-10,-14,-20,79,39,9,1035,1033,1030,31,13,3,40,13,61,0.00,,,327,Beijing
2016-12-16,7,-1,-9,-7,-11,-13,80,54,21,1032,1026,1022,8,4,2,6,3,,0.00,,,54,Beijing
2016-12-17,5,-1,-7,-3,-7,-10,93,66,35,1025,1023,1021,8,3,0,11,5,,0.00,,,5,Beijing
2016-12-18,8,0,-7,-3,-7,-8,93,68,32,1026,1024,1022,6,3,0,14,6,,0.00,,Fog,354,Beijing
2016-12-19,9,1,-6,-3,-6,-8,100,68,29,1028,1025,1023,8,4,0,6,5,,0.00,,Fog,7,Beijing
2016-12-20,0,-2,-5,-2,-3,-5,100,93,75,1031,1029,1028,1,1,0,11,5,,0.00,6,Fog-Snow,122,Beijing
2016-12-21,4,0,-3,-1,-2,-3,100,83,57,1030,1026,1023,1,1,0,6,5,,0.00,,Fog,51,Beijing
2016-12-22,6,1,-4,-2,-11,-14,93,40,14,1028,1024,1021,31,12,0,32,16,50,0.00,,,333,Beijing
2016-12-23,4,-2,-7,-10,-13,-16,68,41,16,1033,1030,1028,31,21,5,18,10,,0.00,,,43,Beijing
2016-12-24,4,-2,-8,-8,-9,-12,86,62,27,1032,1031,1028,8,7,2,11,5,,0.00,,,45,Beijing
2016-12-25,1,-3,-7,-4,-7,-9,86,72,47,1030,1029,1027,6,5,2,11,3,,0.00,8,,14,Beijing
2016-12-26,4,-1,-5,-5,-13,-20,75,38,12,1034,1031,1029,31,8,2,18,10,,0.00,8,,19,Beijing
2016-12-27,3,-3,-9,-7,-15,-19,74,39,12,1038,1035,1032,27,16,2,18,10,,0.00,,,346,Beijing
2016-12-28,3,-2,-6,-5,-14,-20,86,47,9,1038,1033,1030,31,9,0,35,11,47,0.00,,,318,Beijing
2016-12-29,2,-4,-9,-8,-16,-19,74,36,13,1038,1035,1032,31,9,0,21,10,35,0.00,,,276,Beijing
2016-12-30,1,-6,-12,-7,-11,-14,86,68,37,1033,1029,1027,8,5,0,11,5,,0.00,,,66,Beijing
2016-12-31,3,-3,-9,-5,-9,-12,93,73,33,1029,1027,1026,5,3,0,6,3,,0.00,,Fog,25,Beijing
2017-1-1,0,-3,-7,-4,-6,-8,100,89,64,1027,1025,1023,1,1,0,11,5,,0.00,7,Fog-Snow,118,Beijing
2017-1-2,9,0,-9,-3,-8,-13,93,64,20,1028,1025,1024,8,3,0,18,8,,0.00,,Fog,10,Beijing
2017-1-3,9,0,-9,-3,-7,-10,93,72,27,1025,1023,1020,6,3,0,14,3,,0.00,,Fog,54,Beijing
2017-1-4,6,-2,-9,-1,-5,-10,100,81,49,1029,1026,1025,4,2,0,11,5,,0.00,,Fog,125,Beijing
2017-1-5,4,0,-4,-1,-3,-7,100,78,41,1033,1031,1029,5,2,0,14,8,,0.00,8,Fog-Snow,354,Beijing
2017-1-6,6,0,-6,-2,-4,-7,93,75,38,1030,1027,1025,4,2,2,6,3,,0.00,,,37,Beijing
2017-1-7,4,1,-1,1,-2,-4,100,84,44,1025,1024,1023,3,2,0,11,5,,0.25,8,Rain-Snow,60,Beijing
2017-1-8,7,3,-1,0,-9,-13,93,43,21,1025,1022,1019,31,11,0,40,18,47,0.00,,Fog,312,Beijing
2017-1-9,5,1,-4,-7,-12,-15,74,38,14,1029,1026,1023,31,20,2,32,19,50,0.00,,,297,Beijing
2017-1-10,4,-1,-8,-9,-17,-20,64,28,6,1032,1029,1025,31,22,6,32,18,55,0.00,,,319,Beijing
2017-1-11,7,-2,-11,-10,-13,-16,79,43,14,1029,1025,1022,6,4,2,35,6,55,0.00,,,328,Beijing
2017-1-12,7,-1,-9,-9,-12,-15,79,41,13,1024,1021,1017,26,9,3,29,11,50,0.00,,,326,Beijing
2017-1-13,3,-1,-4,-15,-21,-27,36,20,5,1030,1025,1021,31,30,29,43,27,61,0.00,,,328,Beijing
2017-1-14,3,-3,-9,-7,-19,-24,80,31,4,1037,1033,1030,31,25,14,18,10,,0.00,,,68,Beijing
2017-1-15,0,-3,-7,-7,-8,-10,86,70,41,1037,1033,1030,16,10,3,14,6,32,0.00,4,Snow,111,Beijing
2017-1-16,0,-2,-3,-5,-7,-8,80,69,44,1034,1032,1031,8,5,3,6,5,,0.00,7,Snow,79,Beijing
2017-1-17,3,-2,-7,-5,-7,-10,86,66,38,1034,1031,1028,6,4,2,11,5,,0.00,8,,22,Beijing
2017-1-18,2,-3,-8,-9,-15,-18,80,40,13,1035,1033,1030,23,10,3,21,10,,0.00,,,46,Beijing
2017-1-19,-1,-4,-8,-5,-16,-25,93,44,8,1037,1031,1027,31,8,3,58,19,84,0.00,,Snow,341,Beijing
2017-1-20,0,-7,-13,-18,-21,-23,52,31,8,1037,1034,1029,31,25,8,29,14,40,0.00,,,29,Beijing
2017-1-21,1,-6,-12,-16,-21,-25,67,31,6,1036,1031,1027,31,23,3,43,14,61,0.00,,,336,Beijing
2017-1-22,0,-6,-12,-16,-20,-23,58,33,10,1037,1035,1033,29,18,6,18,10,26,0.00,,,21,Beijing
2017-1-23,0,-7,-14,-14,-17,-20,67,43,11,1037,1035,1033,24,10,3,14,6,,0.00,,,21,Beijing
2017-1-24,3,-6,-13,-11,-14,-18,85,48,15,1039,1037,1035,8,6,3,11,5,21,0.00,,,30,Beijing
2017-1-25,3,-3,-10,-8,-11,-14,80,59,26,1035,1032,1027,8,5,2,6,5,,0.00,,,63,Beijing
2017-1-26,9,1,-6,-6,-11,-18,86,50,10,1033,1024,1020,31,5,0,64,13,87,0.00,8,,347,Beijing
2017-1-27,4,-3,-10,-13,-16,-18,57,32,10,1034,1030,1025,31,13,3,35,18,,0.00,,,188,Beijing
2017-1-28,2,-3,-7,-6,-10,-14,86,56,29,1024,1022,1019,5,4,2,6,5,,0.00,8,,84,Beijing
2017-1-29,1,-2,-5,-6,-18,-24,80,30,7,1038,1030,1022,31,15,2,47,23,55,0.00,,,344,Beijing
2017-1-30,1,-7,-15,-21,-24,-29,56,21,4,1041,1037,1032,31,23,8,29,14,,0.00,,,349,Beijing
2017-1-31,6,-1,-7,-17,-21,-24,39,21,4,1033,1029,1025,31,8,3,14,8,26,0.00,,,285,Beijing
2017-2-1,4,-2,-7,-16,-21,-25,49,23,4,1040,1037,1034,31,25,6,21,11,29,0.00,,,23,Beijing
2015-1-1,9,7,5,4,2,1,81,75,66,1031,1028,1025,4,3,2,6,5,,0.00,3,,345,Chengdu
2015-1-2,10,8,5,3,3,2,81,74,62,1028,1026,1023,4,2,2,6,3,,0.00,2,,65,Chengdu
2015-1-3,9,4,1,6,2,0,93,81,62,1026,1021,1016,4,2,0,11,2,,0.00,3,Fog,16,Chengdu
2015-1-4,9,7,4,5,3,2,93,78,62,1018,1013,1009,4,3,2,11,2,,0.00,3,Rain,347,Chengdu
2015-1-5,10,8,7,7,6,5,93,85,76,1022,1016,1013,4,3,2,11,5,,0.00,3,Rain,214,Chengdu
2015-1-6,10,8,7,7,2,-2,93,64,47,1025,1023,1021,10,6,2,11,5,,0.00,3,,82,Chengdu
2015-1-7,12,9,6,5,3,2,81,69,54,1029,1027,1025,10,7,5,11,3,,0.00,3,Rain,168,Chengdu
2015-1-8,10,8,7,7,6,5,93,85,71,1034,1031,1030,5,3,2,11,3,,0.00,3,Rain,213,Chengdu
2015-1-9,12,8,5,6,4,1,93,79,50,1032,1030,1028,8,4,0,11,2,,0.00,2,Fog,157,Chengdu
2015-1-10,11,6,2,5,4,1,93,80,62,1030,1028,1026,5,4,2,6,2,,0.00,2,,182,Chengdu
2015-1-11,11,9,6,6,5,4,87,77,66,1030,1028,1026,5,3,1,6,3,,0.00,3,,255,Chengdu
2015-1-12,11,6,1,7,3,0,93,81,58,1030,1028,1025,5,2,0,6,3,,0.00,2,Fog,224,Chengdu
2015-1-13,9,7,5,6,5,3,93,86,76,1027,1025,1022,3,2,1,3,2,,0.00,3,Rain,316,Chengdu
2015-1-14,10,8,7,6,5,4,93,82,71,1028,1025,1024,3,2,1,3,2,,0.00,3,,263,Chengdu
2015-1-15,9,8,7,7,6,4,93,84,71,1028,1024,1022,2,2,1,6,2,,0.00,3,Fog,335,Chengdu
2015-1-16,15,10,6,6,3,-1,93,69,34,1029,1027,1024,8,4,1,6,2,,0.00,3,,138,Chengdu
2015-1-17,12,10,8,6,5,4,87,73,62,1029,1025,1021,5,3,2,14,3,,0.00,3,,49,Chengdu
2015-1-18,13,9,6,5,1,-3,81,59,33,1032,1030,1028,8,5,4,14,5,,0.00,3,Rain,263,Chengdu
2015-1-19,11,9,7,6,5,4,87,75,62,1029,1024,1020,5,3,2,6,5,,0.00,1,,163,Chengdu
2015-1-20,15,10,5,7,4,2,93,72,44,1027,1022,1020,6,3,1,11,2,,0.00,2,,14,Chengdu
2015-1-21,17,10,3,7,4,-1,93,73,31,1027,1024,1021,8,4,1,11,2,,0.00,1,Fog,175,Chengdu
2015-1-22,14,8,3,7,4,2,93,76,51,1021,1018,1015,4,2,1,6,2,,0.00,1,,285,Chengdu
2015-1-23,13,11,9,7,6,4,87,73,58,1018,1013,1009,4,2,1,6,2,,0.00,3,,6,Chengdu
2015-1-24,14,11,9,7,6,4,82,68,51,1018,1013,1010,6,3,2,6,2,,0.00,3,,327,Chengdu
2015-1-25,16,13,10,8,6,3,82,66,42,1020,1018,1016,5,4,2,18,2,,0.00,3,,32,Chengdu
2015-1-26,13,11,10,8,7,6,87,74,63,1020,1019,1016,5,3,2,6,2,,0.00,3,,300,Chengdu
2015-1-27,12,10,8,8,6,5,87,76,67,1019,1016,1013,5,4,2,18,5,,0.00,3,Rain,8,Chengdu
2015-1-28,8,7,5,6,4,3,93,85,76,1021,1015,1013,8,5,4,21,14,,0.00,5,Rain,16,Chengdu
2015-1-29,9,7,4,2,-1,-4,81,64,43,1027,1024,1022,10,10,8,11,5,,0.00,3,Rain,264,Chengdu
2015-1-30,7,6,5,2,-1,-4,81,62,49,1028,1026,1023,10,9,6,18,5,,0.00,3,Rain,56,Chengdu
2015-1-31,4,3,3,2,1,-1,93,83,70,1030,1028,1026,10,6,3,11,8,,0.00,4,Rain,360,Chengdu
2015-2-1,6,4,3,3,2,0,93,81,66,1029,1027,1024,8,5,2,11,5,,0.00,6,Rain,40,Chengdu
2015-2-2,7,6,4,3,2,2,93,79,71,1029,1025,1023,6,5,4,11,2,,0.00,4,Rain,12,Chengdu
2015-2-3,10,8,5,3,2,1,87,75,54,1032,1030,1028,6,4,2,11,5,,0.00,3,Rain,284,Chengdu
2015-2-4,12,6,0,4,-1,-6,93,61,28,1033,1030,1025,10,5,1,14,3,,0.00,2,,58,Chengdu
2015-2-5,12,9,6,2,-1,-5,76,51,33,1032,1029,1026,10,7,5,11,5,,0.00,3,,68,Chengdu
2015-2-6,9,7,6,4,2,1,87,70,58,1028,1023,1019,8,4,2,18,5,,0.00,3,Rain,8,Chengdu
2015-2-7,14,9,5,5,1,-8,93,63,24,1030,1026,1024,8,4,1,14,6,,0.00,2,Rain,358,Chengdu
2015-2-8,12,8,5,3,2,0,81,64,44,1030,1025,1021,7,5,3,11,5,,0.00,1,,144,Chengdu
2015-2-9,9,7,6,3,3,2,76,71,62,1027,1025,1023,5,3,2,6,3,,0.00,3,,347,Chengdu
2015-2-10,12,9,6,4,3,2,87,71,51,1025,1023,1020,4,3,2,6,2,,0.00,3,,227,Chengdu
2015-2-11,17,9,2,4,2,-1,93,66,30,1024,1022,1018,8,4,0,11,6,,0.00,1,Fog,165,Chengdu
2015-2-12,16,9,2,5,3,1,93,70,39,1021,1017,1014,7,4,2,11,3,,0.00,2,,13,Chengdu
2015-2-13,17,12,7,7,5,3,87,68,39,1017,1015,1012,6,3,1,11,3,,0.00,3,,126,Chengdu
2015-2-14,17,11,6,9,6,4,93,69,45,1013,1009,1006,5,3,1,6,3,,0.00,2,Fog,281,Chengdu
2015-2-15,19,12,6,7,4,-1,87,62,30,1022,1016,1012,7,4,1,11,3,,0.00,2,Rain,356,Chengdu
2015-2-16,21,16,10,8,3,-1,82,50,23,1022,1020,1015,10,7,4,11,6,,0.00,2,Rain,196,Chengdu
2015-2-17,21,13,6,8,6,4,87,62,33,1019,1015,1010,10,6,4,14,5,,0.00,1,,107,Chengdu
2015-2-18,19,16,13,8,7,4,72,56,37,1016,1014,1011,9,6,4,11,6,,0.00,3,,343,Chengdu
2015-2-19,18,14,12,9,8,7,77,68,56,1013,1011,1008,8,5,4,21,8,,0.00,2,,3,Chengdu
2015-2-20,15,12,10,8,7,5,82,68,55,1015,1012,1009,10,9,7,18,8,,0.00,3,Rain,353,Chengdu
2015-2-21,16,13,11,9,8,6,82,71,55,1018,1015,1013,10,6,4,18,5,,0.00,4,Rain,359,Chengdu
2015-2-22,16,12,9,7,5,3,87,62,45,1020,1017,1015,10,10,10,26,8,,0.00,4,Rain,36,Chengdu
2015-2-23,15,12,10,8,7,5,87,74,55,1018,1015,1012,10,8,3,18,8,,0.00,4,Rain,50,Chengdu
2015-2-24,16,10,5,8,6,3,93,75,48,1017,1012,1006,10,6,0,29,5,,0.00,3,Fog,22,Chengdu
2015-2-25,18,14,10,8,4,0,82,57,30,1017,1014,1010,10,8,5,18,5,,0.00,1,,293,Chengdu
2015-2-26,14,12,10,6,4,3,71,58,51,1017,1013,1008,10,10,10,14,6,,0.00,3,,53,Chengdu
2015-2-27,13,12,10,10,7,5,94,77,58,1018,1012,1009,10,7,2,18,8,,0.00,3,Rain,12,Chengdu
2015-2-28,11,10,9,6,2,-3,76,57,38,1031,1023,1018,10,10,10,18,8,,0.00,3,,1,Chengdu
2015-3-1,15,10,5,4,1,-4,87,57,27,1031,1024,1020,10,10,10,18,6,,0.00,2,,162,Chengdu
2015-3-2,11,9,7,3,2,1,71,64,54,1021,1016,1010,10,8,5,14,5,,0.00,3,,355,Chengdu
2015-3-3,17,11,6,4,0,-5,87,52,23,1022,1018,1012,10,8,3,21,8,,0.00,3,Rain,18,Chengdu
2015-3-4,9,8,7,6,4,0,93,78,54,1017,1014,1012,10,6,2,21,13,,0.00,3,Rain,7,Chengdu
2015-3-5,10,8,6,6,4,2,93,78,62,1022,1019,1018,10,8,3,18,10,,0.00,6,Rain,6,Chengdu
2015-3-6,13,10,7,6,4,4,87,71,54,1022,1020,1016,10,7,4,11,3,,0.00,4,Rain,157,Chengdu
2015-3-7,13,11,9,6,6,5,82,73,58,1020,1016,1013,6,4,3,11,5,,0.00,3,,348,Chengdu
2015-3-8,21,13,7,7,4,0,87,57,26,1022,1019,1017,7,5,3,11,5,,0.00,2,,338,Chengdu
2015-3-9,20,13,6,7,6,4,93,61,37,1024,1021,1019,10,6,3,11,2,,0.00,2,,41,Chengdu
2015-3-10,15,14,13,8,6,4,67,62,51,1026,1022,1018,10,6,5,18,6,,0.00,3,Rain,8,Chengdu
2015-3-11,18,13,9,8,5,2,87,63,37,1027,1025,1021,10,8,4,18,10,,0.00,3,Rain,306,Chengdu
2015-3-12,18,11,5,8,6,3,93,66,37,1024,1019,1013,8,5,1,18,5,,0.00,4,,358,Chengdu
2015-3-13,21,13,7,8,6,3,93,56,33,1018,1015,1012,10,6,2,6,3,,0.00,3,,213,Chengdu
2015-3-14,22,17,12,11,8,5,82,59,33,1019,1016,1012,8,5,3,14,3,,0.00,2,Rain,81,Chengdu
2015-3-15,20,17,14,11,10,9,77,64,52,1017,1014,1011,7,5,2,18,5,,0.00,2,Rain,9,Chengdu
2015-3-16,20,18,15,12,11,10,82,70,56,1017,1011,1005,5,4,2,18,5,,0.00,3,,15,Chengdu
2015-3-17,26,20,14,13,9,5,88,56,28,1010,1007,1002,10,7,2,14,10,,0.00,2,Rain,11,Chengdu
2015-3-18,21,19,17,14,11,7,77,60,43,1012,1010,1008,10,8,5,14,6,,0.00,3,Rain,352,Chengdu
2015-3-19,18,17,15,11,9,5,72,61,45,1019,1013,1010,10,9,5,29,10,,0.00,3,,3,Chengdu
2015-3-20,20,16,12,11,8,6,88,62,40,1026,1021,1018,10,9,7,6,5,,0.00,3,Rain,245,Chengdu
2015-3-21,24,17,10,12,8,3,94,57,25,1026,1021,1016,10,8,3,11,6,,0.00,2,Rain,163,Chengdu
2015-3-22,19,17,15,11,9,7,77,63,46,1022,1017,1014,10,9,6,18,6,,0.00,3,Rain,360,Chengdu
2015-3-23,22,18,15,10,7,3,72,52,29,1026,1023,1021,10,9,8,14,5,,0.00,3,Rain,305,Chengdu
2015-3-24,22,17,13,11,9,6,88,64,35,1027,1024,1022,10,9,7,14,10,,0.00,2,Rain,181,Chengdu
2015-3-25,21,17,14,12,11,10,88,67,49,1023,1020,1016,10,8,4,18,6,,0.00,3,,57,Chengdu
2015-3-26,24,20,16,12,11,9,77,58,38,1024,1021,1019,10,6,4,6,3,,0.00,3,,324,Chengdu
2015-3-27,21,19,16,14,12,11,77,67,56,1021,1020,1018,7,5,3,14,5,,0.00,3,Rain,12,Chengdu
2015-3-28,20,18,15,15,13,12,94,79,60,1021,1017,1012,5,3,2,6,3,,0.00,3,Rain,246,Chengdu
2015-3-29,25,19,13,17,13,12,94,73,44,1015,1012,1008,10,5,0,14,5,,0.00,3,Fog,168,Chengdu
2015-3-30,27,22,17,15,14,10,83,62,34,1010,1005,1000,10,6,3,14,3,,0.00,3,,4,Chengdu
2015-3-31,27,23,19,16,14,13,78,60,42,1002,1000,998,8,5,2,11,5,,0.00,3,,345,Chengdu
2015-4-1,30,24,18,19,16,14,83,59,37,1000,995,991,8,7,4,14,5,,0.00,2,Rain-Thunderstorm,2,Chengdu
2015-4-2,30,24,19,18,14,11,88,59,31,1003,999,996,10,9,6,29,10,,0.00,2,Rain-Thunderstorm,223,Chengdu
2015-4-3,31,23,17,18,14,11,88,58,33,1000,996,992,10,9,7,21,8,,0.00,3,Rain-Thunderstorm,266,Chengdu
2015-4-4,25,20,16,16,11,8,82,52,36,1005,1001,998,10,10,10,29,14,,0.00,4,Rain-Thunderstorm,13,Chengdu
2015-4-5,19,17,14,13,11,8,88,70,49,1016,1012,1007,10,10,10,14,10,,0.00,3,Rain-Thunderstorm,243,Chengdu
2015-4-6,17,16,14,11,8,4,82,63,42,1021,1016,1013,10,10,8,29,8,,0.00,3,Rain,28,Chengdu
2015-4-7,18,14,10,9,7,4,82,62,40,1027,1024,1022,10,10,7,26,14,,0.00,4,Rain,25,Chengdu
2015-4-8,16,13,11,10,9,8,94,82,59,1026,1022,1017,8,6,4,18,8,,0.00,3,Rain,160,Chengdu
